lexicon,mps,neighbors,avg_lev,num_words,avg_cluster,transitivity,big_com
443,16090,20188,4.97372424421,6197,0.274828269186,0.326592851527,0.0359851541068
444,16170,20140,4.97666872275,6197,0.277461564324,0.329849322515,0.0343714700662
445,16191,20205,4.97494924813,6197,0.279653703139,0.325248446569,0.0325964176214
446,16420,20527,4.97341520653,6197,0.275666640809,0.329841471232,0.0311441019848
447,16123,19970,4.97701000286,6197,0.274091286218,0.33039295711,0.0337259964499
448,16148,20058,4.97431111891,6197,0.275620832351,0.331891191439,0.0313054703889
449,16233,20111,4.9739594733,6197,0.281357047927,0.329153185547,0.0306599967726
450,16185,20174,4.9723473519,6197,0.283356954609,0.332669688802,0.0306599967726
451,16051,19948,4.97659194514,6197,0.281612486521,0.333293485599,0.0327577860255
452,16240,20171,4.97757328173,6197,0.284845551396,0.340230651155,0.0329191544296
453,16112,20116,4.97454311854,6197,0.282590124514,0.334266931452,0.0335646280458
454,16277,20242,4.97394389901,6197,0.274072979997,0.329360003566,0.0342101016621
455,16473,20478,4.97505097585,6197,0.276997765572,0.334971785265,0.0345328384702
456,16446,20495,4.97420933909,6197,0.28665300286,0.335142150517,0.0308213651767
457,16219,20081,4.97658730932,6197,0.281379670307,0.330911349169,0.031466838793
458,16314,20313,4.97540819487,6197,0.283227394343,0.329702625579,0.0313054703889
459,16502,20514,4.97606757596,6197,0.280593257744,0.332615933013,0.0309827335808
460,16272,20317,4.97319904162,6197,0.279614180989,0.333835956183,0.031628207197
461,16396,20447,4.97531053,6197,0.278770756726,0.335531855178,0.0327577860255
462,16301,20257,4.97273894895,6197,0.278289652127,0.326080012091,0.031466838793
463,16332,20322,4.97487085579,6197,0.276448789851,0.331024648605,0.031466838793
464,16109,20128,4.97819406566,6197,0.286462197136,0.33517168683,0.0308213651767
465,16166,20274,4.97313554644,6197,0.28182504124,0.333789178892,0.0296917863482
466,16301,20269,4.97417641952,6197,0.280681747586,0.327999650617,0.029207681136
467,16093,19989,4.9754935149,6197,0.279080023612,0.330192464007,0.0324350492174
468,16151,19973,4.97831459713,6197,0.271401115324,0.333099835855,0.0335646280458
469,16632,20677,4.97165890574,6197,0.276696232346,0.332339747373,0.0332418912377
470,16343,20313,4.97359522241,6197,0.282046389912,0.331448557469,0.0332418912377
471,15848,19855,4.97871682012,6197,0.278549836407,0.327361354599,0.0332418912377
472,16435,20403,4.97487825228,6197,0.282160156432,0.331888426295,0.0309827335808
473,16392,20364,4.97518286249,6197,0.27836705557,0.333273795281,0.0345328384702
474,16211,20303,4.97322565856,6197,0.282049264832,0.334415397387,0.0311441019848
475,16283,20189,4.97425600988,6197,0.27361164035,0.333543284568,0.0351783120865
476,16192,20179,4.97606669047,6197,0.278560511316,0.331796854007,0.0337259964499
477,16282,20217,4.97085024064,6197,0.284462238767,0.334869290081,0.0298531547523
478,16187,20128,4.97582104379,6197,0.284771807742,0.328983213201,0.0356624172987
479,16444,20334,4.97385243261,6197,0.281163974412,0.334739003868,0.0321123124092
480,16544,20590,4.97407745246,6197,0.276685853852,0.334497656035,0.0319509440052
481,15825,19807,4.97169844048,6197,0.279685425441,0.325631595204,0.0313054703889
482,16269,20271,4.97561920307,6197,0.283559572895,0.331812683247,0.0311441019848
483,16241,20184,4.97399093441,6197,0.279383015366,0.331106748854,0.0322736808133
484,16145,20048,4.97288953515,6197,0.273050409657,0.33164483952,0.0300145231564
485,15893,19890,4.97481444457,6197,0.279002071457,0.332691006599,0.0304986283686
486,16328,20355,4.97204341883,6197,0.275685278151,0.333489784834,0.0322736808133
487,16463,20482,4.97597215088,6197,0.277555134634,0.335477623297,0.033887364854
488,16214,20213,4.97624316437,6197,0.270623830136,0.327970238055,0.033887364854
489,16251,20213,4.97460098823,6197,0.284144339702,0.332462301177,0.0335646280458
490,16162,20144,4.97564628879,6197,0.281539573031,0.335512447818,0.0300145231564
491,15971,19901,4.97380274072,6197,0.277635582611,0.326317026025,0.031466838793
492,16442,20474,4.97428174132,6197,0.281905070872,0.33499083571,0.0317895756011
493,16184,20221,4.97429736769,6197,0.275520658659,0.33334596425,0.0345328384702
494,16160,20032,4.97458911219,6197,0.281829792802,0.334651314818,0.031628207197
495,16153,20170,4.97362095385,6197,0.271556562495,0.331914980529,0.03888978538
496,16378,20334,4.97562847472,6197,0.279543196195,0.328369494304,0.0301758915604
497,15886,19959,4.97421949624,6197,0.278585687758,0.328293827839,0.0343714700662
498,16170,20195,4.97709042662,6197,0.277496774007,0.333988480798,0.0327577860255
499,16238,20242,4.97621149491,6197,0.26969923968,0.329676991314,0.0308213651767
500,16035,20088,4.97238626158,6197,0.2754642014,0.330098697852,0.0345328384702
501,16400,20378,4.9767384164,6197,0.283174908985,0.330368107448,0.0313054703889
502,16117,20098,4.97863040625,6197,0.274023935363,0.330442270167,0.0325964176214
503,16078,20065,4.9748716892,6197,0.272880328011,0.328519408713,0.0317895756011
504,16274,20322,4.97240167961,6197,0.273499333112,0.331983668145,0.0329191544296
505,16303,20237,4.9730757495,6197,0.276844859235,0.329932846873,0.0304986283686
506,16501,20613,4.97097014705,6197,0.282011979879,0.335873015873,0.0317895756011
507,16142,20128,4.97164301892,6197,0.280218304082,0.328631933879,0.0346942068743
508,16188,20034,4.97453369063,6197,0.281388461957,0.33462394701,0.0355010488946
509,16348,20323,4.97635879957,6197,0.280603894396,0.333119595109,0.0332418912377
510,16319,20258,4.97193267989,6197,0.272888219176,0.333280021778,0.0342101016621
511,16220,20201,4.97186355921,6197,0.275081001888,0.330437240015,0.0306599967726
512,16368,20394,4.97595709746,6197,0.271801885807,0.334828467262,0.036469259319
513,16063,20144,4.97314268248,6197,0.279938751866,0.335890401622,0.0319509440052
514,15944,19990,4.9739970287,6197,0.276229667686,0.331045141886,0.0303372599645
515,16434,20473,4.9734407817,6197,0.279753366754,0.334174334452,0.0358237857028
516,16618,20648,4.97060506276,6197,0.276871116238,0.328130525323,0.0345328384702
517,16305,20296,4.97330811375,6197,0.283474910471,0.331371292229,0.0304986283686
518,16210,20146,4.97173599587,6197,0.277116457265,0.327636596622,0.0298531547523
519,16132,20190,4.97153842636,6197,0.272847200312,0.332168441334,0.0300145231564
520,16293,20342,4.97343015576,6197,0.280969654382,0.332796962635,0.029207681136
521,16084,20097,4.97595839966,6197,0.289374323453,0.329244367346,0.0317895756011
522,16549,20454,4.97326649549,6197,0.270897164458,0.331688885287,0.0346942068743
523,16362,20437,4.97345140764,6197,0.272803086378,0.333267295348,0.0322736808133
524,16538,20633,4.97564269473,6197,0.278024968266,0.331892649593,0.031628207197
525,16576,20568,4.97164963409,6197,0.279575803816,0.330554059557,0.0308213651767
526,16027,20049,4.97528354845,6197,0.277973321793,0.33155188909,0.0330805228336
527,16305,20304,4.97420449492,6197,0.280928544875,0.33085930832,0.0319509440052
528,16135,20064,4.97159093099,6197,0.276348142513,0.332683831574,0.0335646280458
529,16410,20433,4.9748583026,6197,0.285291101351,0.330430008904,0.0319509440052
530,16257,20268,4.97449920842,6197,0.284163393895,0.335000068543,0.0309827335808
531,16535,20461,4.97566170682,6197,0.272126536026,0.329222547825,0.0308213651767
532,16435,20487,4.97404244937,6197,0.28061628286,0.33132154492,0.0295304179442
533,16461,20504,4.97459359175,6197,0.2852809628,0.333049783018,0.0308213651767
534,16437,20483,4.97240808642,6197,0.269177231411,0.331403016451,0.033887364854
