lexicon,homophones_type,homophones_token,mps,neighbors,avg_lev,num_words,avg_cluster,transitivity,big_comp,bppair,tdpair,kgpair,avg_lev_diff,avg_lev_same,confpairs,distpairs,confpairs_init,distpairs_init,diffpos,mpsinit,mpslast,1entropy,2entropy,3entropy,4entropy,5entropy,pctunique1,pctunique2,pctunique3,pctunique4,pctunique5,1endentropy,2endentropy,3endentropy,4endentropy,5endentropy,pctendunique1,pctendunique2,pctendunique3,pctendunique4,pctendunique5
real,0,0,5534,7129,5.26833564364,4022,0.176489336051,0.343453355155,0.558428642466,17,22,23,2862,2672,97,38,97,38,3726,2413,1476,4.41755457495,7.76575062206,10.3047368851,11.3005311666,10.9669793732,0.000248632521134,0.0216310293386,0.294629537544,0.76106414719,0.947538538041,3.95585430878,7.52974008037,10.1026668831,11.1743059727,10.9290344182,0.0,0.0238687220288,0.284684236698,0.730979612133,0.932869219294
0,0,0,4863,6588,5.2738749363,4022,0.165374157966,0.313408758496,0.591994032819,13,18,26,2783,2080,91,37,91,37,3755,2132,1326,4.44583092514,7.82746278624,10.225775144,11.1119716221,10.8654660227,0.0,0.0164097463948,0.216807558429,0.620835405271,0.896817503729,3.98382142256,7.55934855479,10.0680976067,11.0648098593,10.8748144574,0.000248632521134,0.020387866733,0.244157135753,0.655146693187,0.905519641969
1,0,0,4954,6721,5.27449574468,4022,0.158722087079,0.31416787967,0.5964694182,15,21,26,2871,2083,91,35,91,35,3886,2098,1344,4.45725526196,7.81494226614,10.2162589233,11.1126128483,10.857106727,0.000248632521134,0.0134261561412,0.214569865738,0.629537543511,0.891347588265,3.98518002779,7.55047185365,10.0990125314,11.0714180482,10.8815161756,0.0,0.0206364992541,0.253107906514,0.660367976131,0.909000497265
2,0,0,5072,6876,5.26697641955,4022,0.165228671096,0.31374997561,0.599204375932,18,30,26,2970,2102,94,42,94,42,4047,2233,1404,4.43150710046,7.78559215286,10.1933321452,11.0804229674,10.8538869622,0.000248632521134,0.0171556439582,0.21705619095,0.621332670313,0.889855793138,3.97952836266,7.52913847737,10.0642293372,11.0899257013,10.8586795635,0.0,0.0198906016907,0.230730979612,0.654898060666,0.898060666335
3,0,0,5007,6805,5.26957293206,4022,0.164542121576,0.314579711317,0.599701640975,17,22,27,2946,2061,92,42,92,42,3989,2189,1377,4.42542055359,7.76623225193,10.1731559555,11.1027703822,10.8599222397,0.000248632521134,0.014917951268,0.214569865738,0.628791645947,0.89259075087,3.96938763146,7.5510775354,10.0878575054,11.0820565289,10.8990618859,0.0,0.020387866733,0.238438587767,0.657384385878,0.913475882645
4,0,0,5066,6898,5.26512203275,4022,0.165129807526,0.309162117256,0.604177026355,21,30,31,2929,2137,110,46,110,46,4009,2172,1397,4.39565622641,7.74238028804,10.1627336385,11.082061986,10.8570133345,0.000248632521134,0.0136747886624,0.205370462456,0.623321730482,0.893833913476,3.97238110656,7.54057776412,10.0645072459,11.0682649655,10.8789167881,0.0,0.0191447041273,0.241919443063,0.650422675286,0.907011437096
5,0,0,5119,6888,5.27943438668,4022,0.172281188348,0.31937495189,0.581551466932,22,26,26,2928,2191,103,51,103,51,3888,2223,1418,4.46501294434,7.81526005012,10.2055273886,11.1169040657,10.864684891,0.000497265042268,0.0144206862258,0.211089010443,0.627548483342,0.893585280955,3.99637070681,7.56541401823,10.1006401398,11.0737545466,10.8892905081,0.0,0.0181501740428,0.243162605669,0.656638488314,0.910989557434
6,0,0,4983,6792,5.2712985815,4022,0.169504314429,0.318995392832,0.607657881651,20,26,24,2799,2184,103,47,103,47,3813,2149,1382,4.41657985694,7.79388966104,10.1839719985,11.1012866323,10.8705101633,0.000248632521134,0.0169070114371,0.217304823471,0.619840875186,0.897314768772,3.97586131024,7.53846618247,10.0797321826,11.0451150162,10.8586335001,0.0,0.0169070114371,0.241919443063,0.651914470413,0.901790154152
7,0,0,5168,6919,5.27075011832,4022,0.175627507923,0.322415619192,0.612133267031,17,21,22,2994,2174,89,41,89,41,4003,2248,1416,4.42298238324,7.78318310449,10.1768670022,11.0930962576,10.8436739966,0.0,0.014917951268,0.207359522626,0.623570363003,0.887618100448,4.01017487709,7.54308006549,10.0807100817,11.0972222962,10.9087852786,0.0,0.0211337642964,0.234957732471,0.657135753357,0.917702635505
8,0,0,5151,6950,5.27051082266,4022,0.170630234892,0.319909148169,0.603679761313,19,22,29,2914,2237,99,46,99,46,3946,2282,1432,4.40721769964,7.74974350066,10.18632895,11.0730903387,10.8497446882,0.000248632521134,0.0146693187469,0.208105420189,0.619840875186,0.891844853307,3.97951774295,7.59789872574,10.0845651109,11.0714518403,10.8752847295,0.000248632521134,0.0206364992541,0.239930382894,0.655395325709,0.904027846842
