lexicon,homophones_type,homophones_token,mps,neighbors,avg_lev,num_words,avg_cluster,transitivity,big_comp,bppair,tdpair,kgpair,avg_lev_diff,avg_lev_same,confpairs,distpairs,confpairs_init,distpairs_init,diffpos,mpsinit,mpslast,1entropy,2entropy,3entropy,4entropy,5entropy,pctunique1,pctunique2,pctunique3,pctunique4,pctunique5,1endentropy,2endentropy,3endentropy,4endentropy,5endentropy,pctendunique1,pctendunique2,pctendunique3,pctendunique4,pctendunique5
9,0,0,3489,4857,5.56400510763,4121,0.137603773615,0.311495522022,0.50448920165,10,15,23,1505,1984,71,25,71,25,2136,1583,656,4.38614638854,7.74249031153,10.1325372844,11.1575800491,11.1953842165,0.000242659548653,0.0140742538219,0.192186362533,0.543557388983,0.834020868721,3.46264984428,6.40928476892,9.22149985281,10.8144556534,11.1254706254,0.0,0.0167435088571,0.167192429022,0.507886435331,0.824071827226
10,0,0,3404,4825,5.58207841437,4121,0.139553256291,0.311950970378,0.510313030818,12,12,11,1412,1992,55,22,55,22,2039,1570,639,4.4343157105,7.76207437982,10.156067475,11.1618698129,11.1849147496,0.000242659548653,0.0160155302111,0.18563455472,0.549138558602,0.82164523174,3.51213159012,6.5250417108,9.26660611447,10.8182411965,11.1114916755,0.0,0.0157728706625,0.163552535792,0.50812909488,0.816306721669
11,0,0,3453,4820,5.58221293729,4121,0.140154420557,0.330777431524,0.514438243145,14,16,14,1427,2026,59,29,59,29,2022,1633,614,4.39867003127,7.74588130284,10.1519228994,11.1741689967,11.1979664878,0.000242659548653,0.0155302111138,0.192429022082,0.553749090027,0.829895656394,3.49275685514,6.53917547926,9.31295710064,10.8187440711,11.131013295,0.0,0.0157728706625,0.162824557146,0.50448920165,0.82698374181
12,0,0,3570,4900,5.56776338574,4121,0.137531313421,0.326300870622,0.509342392623,12,15,8,1488,2082,54,24,54,24,2147,1664,594,4.40710027867,7.76170875501,10.1932828048,11.2013215501,11.206111316,0.0,0.0128609560786,0.190002426595,0.560786216938,0.835719485562,3.46921593392,6.46786682559,9.24425862323,10.7854663855,11.1211226468,0.000242659548653,0.0160155302111,0.17301625819,0.492113564669,0.817520019413
13,0,0,3588,4886,5.58397092326,4121,0.140804779107,0.334334093911,0.519534093667,11,12,17,1483,2105,66,30,66,30,2057,1687,666,4.43725955264,7.80412975801,10.1855693522,11.1766737684,11.1992348084,0.0,0.0160155302111,0.20359136132,0.557874302354,0.835476826013,3.51684384453,6.49372502244,9.27406541346,10.8037562499,11.0922207342,0.0,0.0148022324678,0.165251152633,0.503033244358,0.809754913856
14,0,0,3328,4632,5.58404324994,4121,0.137527784707,0.325708011163,0.496724096093,11,15,12,1399,1929,52,32,52,32,1982,1617,580,4.43824638402,7.80205056647,10.1766240322,11.1648272293,11.1831510286,0.0,0.0138315942732,0.186119873817,0.558359621451,0.821159912643,3.49970429117,6.53331836881,9.32533225755,10.8452736485,11.1040504942,0.0,0.0131036156273,0.174472215482,0.510313030818,0.815093423926
15,0,0,3541,4811,5.59202839823,4121,0.142120714152,0.321463897132,0.502305265712,15,20,12,1542,1999,66,26,66,26,2113,1611,645,4.42362945196,7.75536609188,10.1378538868,11.2007620549,11.2075305359,0.000242659548653,0.018199466149,0.183207959233,0.564668769716,0.835234166464,3.51442597322,6.57379399102,9.3295947248,10.8703639483,11.1466016744,0.0,0.0169861684057,0.165493812182,0.522931327348,0.829895656394
16,0,0,3447,4827,5.57289964025,4121,0.132860861988,0.324066525355,0.515894200437,12,12,14,1454,1993,60,27,60,27,2095,1569,620,4.42409971384,7.78872212471,10.2052019014,11.1800316142,11.2048918237,0.000242659548653,0.0135889347246,0.193399660277,0.550351856346,0.835234166464,3.48798285343,6.49851736783,9.23983918726,10.7937104234,11.0938016644,0.0,0.0172288279544,0.168405726765,0.496966755642,0.811696190245
17,0,0,3436,4820,5.57633668895,4121,0.140030765673,0.316644966189,0.518078136375,11,17,17,1449,1987,73,27,73,27,2072,1612,617,4.42044914827,7.78113149113,10.1706026022,11.1853181271,11.2001677044,0.000242659548653,0.0157728706625,0.196796893958,0.557631642805,0.832079592332,3.48461281931,6.44733363107,9.23131356609,10.8199319776,11.1061972561,0.0,0.0169861684057,0.169619024509,0.511526328561,0.817277359864
18,0,0,3457,4797,5.56813220469,4121,0.13580380415,0.325685846079,0.50982771172,9,18,11,1424,2033,61,28,61,28,2033,1613,615,4.4246097105,7.78509434016,10.1584755998,11.1890856122,11.2112027513,0.000242659548653,0.0157728706625,0.187090512012,0.559330259646,0.839116719243,3.48875870877,6.46678450765,9.26072348199,10.8031581065,11.1003290087,0.0,0.0184421256976,0.171317641349,0.507643775783,0.814122785732
19,0,0,3441,4758,5.58481740458,4121,0.134744685079,0.313090073998,0.506673137588,11,13,10,1441,2000,52,35,52,35,2052,1598,650,4.41341803655,7.77213338023,10.1605847581,11.1744785186,11.2019812759,0.0,0.0135889347246,0.200194127639,0.558116961902,0.835719485562,3.53840111907,6.53977852002,9.27854277942,10.8482497907,11.1426063092,0.0,0.0128609560786,0.167435088571,0.514680902694,0.82528512497
20,0,0,3527,4871,5.57933718604,4121,0.137809100123,0.321803061347,0.52244600825,12,10,16,1440,2087,64,26,64,26,2054,1635,653,4.41371394464,7.75194026555,10.1519912508,11.1778013749,11.1936128829,0.0,0.0133462751759,0.192914341179,0.55496238777,0.831108954137,3.49883985244,6.53375520361,9.28384956105,10.8298706793,11.1331745078,0.000242659548653,0.0152875515652,0.162824557146,0.505217180296,0.822373210386
21,0,0,3497,4831,5.57212077378,4121,0.139333575191,0.335481791814,0.502062606164,17,9,17,1386,2111,66,36,66,36,1969,1671,633,4.40109834774,7.77659280571,10.1778098014,11.1586047919,11.1991418139,0.0,0.0155302111138,0.198980829896,0.543800048532,0.834748847367,3.46392214855,6.47592876385,9.24791341861,10.8145359583,11.1209096803,0.0,0.0169861684057,0.163552535792,0.50982771172,0.822858529483
22,0,0,3468,4829,5.57194195961,4121,0.146748661901,0.323003728944,0.531181752002,9,15,17,1422,2046,54,21,54,21,2074,1634,619,4.4256211296,7.7855360629,10.1808570617,11.1650336829,11.2030488467,0.0,0.0133462751759,0.191943702985,0.550594515894,0.833535549624,3.47714480105,6.46432953279,9.25242090613,10.8056365241,11.1194168306,0.000242659548653,0.0160155302111,0.172045619995,0.49720941519,0.820431933997
23,0,0,3439,4814,5.57803942864,4121,0.134154543984,0.305203880303,0.514195583596,9,9,11,1438,2001,45,29,45,29,2028,1579,655,4.43255475343,7.76611607298,10.1502026951,11.1621936661,11.1929045159,0.0,0.0184421256976,0.193399660277,0.558602281,0.832807570978,3.48576166165,6.46500843133,9.26288164495,10.8487258099,11.1350991688,0.000242659548653,0.0160155302111,0.158942004368,0.513710264499,0.82164523174
24,0,0,3446,4843,5.56939686145,4121,0.134340337306,0.322977507146,0.529968454259,12,12,12,1473,1973,58,25,58,25,2118,1632,563,4.42232279879,7.7548824313,10.1728861631,11.1590141631,11.1859619913,0.0,0.0167435088571,0.200436787188,0.545013346275,0.824071827226,3.46164388804,6.44253563898,9.22945514068,10.7880338615,11.1176587359,0.0,0.0198980829896,0.170832322252,0.496966755642,0.814850764378
25,0,0,3430,4782,5.56501603202,4121,0.133488907619,0.317860357464,0.518806115021,6,21,8,1446,1984,52,31,52,31,2079,1543,618,4.43035335872,7.77236653471,10.1532285947,11.1788646644,11.192968047,0.000242659548653,0.0165008493084,0.188303809755,0.558116961902,0.824314486775,3.48134413689,6.46900693699,9.23431670858,10.8150358891,11.1214411926,0.0,0.0165008493084,0.173258917738,0.503761223004,0.827226401359
26,0,0,3458,4869,5.57891948179,4121,0.135361992146,0.317136454771,0.51176898811,11,7,12,1443,2015,49,26,49,26,2099,1610,643,4.42934807778,7.78252863513,10.1343112413,11.1716449104,11.1992698982,0.000242659548653,0.0150448920165,0.187818490658,0.550351856346,0.832322251881,3.50862732663,6.48341303193,9.25764417431,10.856273187,11.1201286477,0.000242659548653,0.0160155302111,0.169861684057,0.50448920165,0.816306721669
27,0,0,3384,4731,5.56768764297,4121,0.135792584348,0.304556789844,0.525843241932,10,14,16,1429,1955,52,19,52,19,2048,1595,604,4.40661759183,7.73564342461,10.1353375075,11.1562798682,11.1803263272,0.000242659548653,0.0157728706625,0.195098277117,0.538946857559,0.822615869934,3.46260325667,6.49475052817,9.26303725504,10.8256682386,11.1065716624,0.0,0.0160155302111,0.165493812182,0.514438243145,0.815578743024
28,0,0,3365,4684,5.58130873598,4121,0.138133627066,0.31542562805,0.52074739141,11,19,16,1436,1929,66,25,66,25,2066,1564,590,4.42656688066,7.77820359707,10.1679239149,11.1815548338,11.2023902722,0.000485319097306,0.018199466149,0.198738170347,0.559087600097,0.835476826013,3.51836398244,6.51177598972,9.23688190775,10.7756733683,11.0798219441,0.0,0.018927444795,0.171560300898,0.498908032031,0.813637466634
29,0,0,3606,4951,5.5777247958,4121,0.145241666415,0.327806122449,0.52074739141,11,19,15,1543,2063,69,30,69,30,2157,1697,629,4.4270647514,7.76483468921,10.1648658896,11.1640066787,11.1887150493,0.000242659548653,0.0143169133705,0.193884979374,0.544770686727,0.825527784518,3.49559175285,6.46626929232,9.27227382287,10.839408935,11.111318155,0.000242659548653,0.0196554234409,0.16573647173,0.510313030818,0.818975976705
